#Term	pleasantness	attention	sensitivity	aptitude	polarity
run race	-0.067	-0.024	0.035	0	-0.026
run shoes	-0.045	-0.045	0.087	-0.04	-0.042
run water	0	0	0	0.093	0.031
rush	0.369	0.43	-0.193	0.264	0.29
rush job	0	0	0	-0.963	-0.321
rush work	-0.08	-0.01	0	-0.043	-0.038
ruth	-0.355	0.449	-0.152	-0.166	-0.075
ruthful	-0.884	0.178	-0.6	0	-0.435
ruthfulness	-0.894	0.16	-0.612	0.055	-0.43
ruthlessness	-0.525	0.367	-0.238	-0.154	-0.183
sac	-0.062	0.283	-0.067	0.058	0.071
sachet	0	-0.076	0.109	-0.097	-0.043
sacred	0.041	0.2	-0.063	0.247	0.142
sacrifice	-0.1	0.304	-0.212	0.278	0.09
sad	-0.919	0	0	0	-0.306
sad person	-0.092	-0.027	-0.113	-0.228	-0.135
sadden	-0.958	0	0	0	-0.319
sadly	-0.862	0.2	-0.57	0	-0.411
sadness	-0.6	0	0	0	-0.2
safe	0.033	0.186	0	0	0.073
safe deposit box	0	0.083	0	0	0.028
safe keep	0.025	0.27	-0.119	0.243	0.14
safe place	0.122	0.274	-0.064	0.226	0.186
safe sex	0.043	0.14	-0.062	0.06	0.06
safety	0.082	0.319	-0.108	0.147	0.147
safety device	0.045	0.143	-0.114	0.212	0.095
safety pin	0.022	-0.054	0.047	-0.102	-0.024
saga	0	0	-0.076	0	-0.025
sail around world	-0.118	0.077	-0.063	0	-0.035
sail ocean	-0.036	0.111	-0.061	0.084	0.033
sail sailboat	-0.086	0	-0.068	-0.072	-0.075
sail sea	0.051	0.074	0.049	0.128	0.068
sailboat	0	-0.042	0.074	-0.08	-0.037
saint	0	0.248	-0.083	0.173	0.113
salad dress	0.046	-0.025	0	0	0.024
salad shaker	0.053	-0.067	0	0	0.04
salary	-0.044	0.282	-0.087	0.137	0.096
sale	-0.032	0.268	-0.061	0.178	0.118
sale price	-0.04	0.313	-0.05	0.188	0.137
salivation	-0.058	0	0.01	-0.089	-0.052
salmon	0.029	-0.049	0	0	0.026
salon	0	-0.027	0.012	-0.126	-0.037
salsa	0.116	-0.028	0.025	0.156	0.092
salt food	-0.083	0	0	0	-0.028
salty	-0.051	0.07	0	0.062	0.027
salutation	0.128	-0.018	-0.209	0.287	0.075
salvation	0.05	0.363	-0.091	0.307	0.21
same again	-0.034	0.099	0.034	0.116	0.049
same answer	0.034	0	0.061	0.115	0.029
same before	0	0.135	0	0.219	0.118
same clue	-0.023	0.068	0	0.134	0.06
same last	0.104	-0.015	0	0.104	0.074
same time	-0.177	-0.049	0.035	-0.081	-0.081
sameness	0.039	0.173	0.077	0.193	0.109
sample	0	0.23	-0.113	0.206	0.108
samurai	0	0	-0.063	-0.134	-0.066
sanctioned	0.585	0.652	-0.268	0.313	0.427
sanctuary	0.02	0.276	0	0.275	0.19
sand paper	0	-0.013	0.027	-0.1	-0.038
sandal	-0.025	-0.049	0.095	-0.068	-0.046
sandwich	0.043	-0.044	0.065	0.05	0.024
sandy beach	0	-0.033	0.053	-0.057	-0.026
sane	0.203	0.077	0	0.189	0.156
sanguine	0.507	0.676	-0.266	0.272	0.396
sanguineness	0.507	0.676	-0.266	0.272	0.396
sanguinity	0.507	0.676	-0.266	0.272	0.396
sanitary	0.063	0	0	0.147	0.07
sanitation	0.057	0.082	-0.098	0.078	0.04
sanity	0.418	0.103	0	0.373	0.298
sapphire	0	-0.041	0.067	-0.056	-0.027
satan	0	0	-0.994	-0.74	-0.578
satchel	0	0	0.009	-0.063	-0.024
sate	0.334	0.331	-0.11	0.49	0.348
satiable	0.761	0.603	-0.214	0.333	0.494
satiation	0.197	0	0	-0.105	0.031
satire	0	0	-0.099	0	-0.033
satisfaction	0.653	0.4	-0.205	0.168	0.339
satisfactorily	0.761	0.603	-0.214	0.333	0.494
satisfactory	0.761	0.603	-0.214	0.333	0.494
satisfiable	0.761	0.603	-0.214	0.333	0.494
satisfied	0.761	0.603	-0.214	0.333	0.494
satisfy	0.937	0	0	0	0.312
satisfy curiosity	0	-0.292	0	-0.183	0.036
satisfy need	0	0	0	0.1	0.033
satisfy sweet tooth	0.24	-0.086	0.08	-0.145	0.034
satisfying	0.761	0.603	-0.214	0.333	0.494
satisfyingly	0.761	0.603	-0.214	0.333	0.494
saturday	0.967	0.996	0	0.862	0.942
save	-0.027	0.336	-0.114	0.251	0.149
save earth	0.116	0	0.069	0.118	0.055
save environment	0.307	0.163	0	0.374	0.281
save information	0	0.069	0.116	0.142	0.032
save life	-0.079	0.078	-0.134	0	-0.045
save live	-0.082	0	-0.192	-0.061	-0.112
save time	0.045	0.102	0	0	0.049
save world	0.219	0	0.089	0	0.043
savings	0.065	0.212	0	0.153	0.143
savings account	0	0.32	-0.076	0.156	0.133
savor	0.159	0.112	-0.099	0.129	0.1
say aha	0.96	0.902	0	0	0.621
say aloud	-0.062	0.16	0.075	0.078	0.034
say eureka	-0.315	0	-0.192	0	-0.169
say excuse	-0.098	0	-0.073	-0.13	-0.1
say goodbye	-0.028	0	-0.193	0.119	-0.034
say grace	-0.031	-0.05	0.052	-0.051	-0.028
say hi	-0.044	0	-0.057	0	-0.034
say name	0	0	0.017	0.137	0.04
say no	-0.116	0.118	-0.092	0	-0.03
say prayer	-0.311	0	-0.247	-0.103	-0.22
say sorry	-0.562	0	-0.582	0.294	-0.283
say thank	0.129	0.142	-0.18	0.2	0.097
say welcome	0.158	0.195	-0.162	0.158	0.116
say word	-0.075	-0.028	0.034	0	-0.027
say yes	-0.061	0.25	-0.184	0.352	0.119
scald	-0.042	-0.005	-0.062	-0.083	-0.061
scale wall	0	0.111	-0.05	0.098	0.053
scalpel	-0.053	-0.035	0	-0.22	-0.079
scan	-0.08	0	0.011	-0.046	-0.046
scandal	-0.28	-0.122	-0.335	0.056	-0.146
scandalmongering	0	0	0	-0.787	-0.262
scandalous	-0.445	0.416	-0.183	-0.173	-0.128
scar	-0.126	-0.004	-0.079	-0.145	-0.115
scarce	0.039	0	0.028	0.086	0.032
scare	0	0	-0.948	0	-0.316
scare away	-0.47	0.387	-0.2	-0.171	-0.151
scare dog	0	0	-0.908	0	-0.303
scare off	-0.47	0.387	-0.2	-0.171	-0.151
scare person	0	0	-0.952	0	-0.317
scared	-0.47	0.387	-0.2	-0.171	-0.151
scarf	0.702	0	0	0	0.234
scarily	-0.47	0.387	-0.2	-0.171	-0.151
scarlet	0.035	0	0	0.116	0.05
scary	0	0	-0.704	0	-0.235
scary movie	0	0	-0.809	0	-0.27
scenery	0.05	-0.016	0	0.058	0.041
scenic	0	0	0.03	0.111	0.027
scent	0.032	0	-0.045	0.083	0.023
schedule	-0.038	0.186	-0.053	0	0.032
schedule appointment	-0.067	0	0	-0.087	-0.051
schedule appointment doctor	-0.077	0	-0.101	-0.111	-0.096
schedule time	0	0.89	0	0	0.297
scheme	-0.073	0.292	-0.15	0.125	0.065
schizophrenia	0	0	-0.875	0	-0.292
scholar	-0.067	-0.026	0	-0.103	-0.048
school bus	0	0	0.03	-0.128	-0.053
school division	-0.051	-0.013	0.01	-0.044	-0.031
school end	0.06	0.091	0	0.232	0.128
school student	-0.143	-0.003	0	-0.111	-0.084
school topic	0	0	-0.103	0	-0.034
school year	-0.053	0	-0.049	0	-0.034
schoolchild	0.521	0.677	-0.276	0.273	0.398
schoolyard	0	-0.013	0.018	-0.076	-0.027
science book	-0.043	0	0	-0.037	-0.027
science fiction book	0	0	-0.07	0	-0.023
science lab	-0.063	-0.026	-0.069	-0.031	-0.046
science laboratory	-0.043	-0.003	-0.051	-0.091	-0.061
science term	-0.023	0.166	0	0.203	0.115
scientific	-0.062	0.193	0	0.224	0.118
scientific method	-0.059	0.11	-0.092	0.147	0.035
scientific statement	-0.051	0.216	-0.052	0.194	0.102
scientific term	-0.05	0.168	-0.045	0.263	0.112
scientist	-0.061	0.075	0	-0.122	-0.036
scissor	-0.03	-0.068	0.053	-0.169	-0.061
scold	0	0	-0.871	0	-0.29
scope out information	0	0	-0.077	-0.12	-0.066
score	0.859	0	0.947	0.721	0.211
score goal	0	-0.126	0.119	-0.165	-0.053
score point	0.031	-0.068	0.086	-0.105	-0.031
score touchdown	0.041	-0.046	0	-0.18	-0.031
scorn	0	0	-0.785	0	-0.262
scorpion	0	0	-0.872	0	-0.291
scotch tape	0.05	-0.134	0.059	-0.036	0.03
scrabble	0.052	-0.057	0.057	0.059	0.037
scrap	-0.033	0	0.072	-0.131	-0.079
scrap paper	0	-0.027	0.08	-0.04	-0.031
scrape	-0.112	-0.073	0.015	-0.154	-0.069
scratch	-0.131	-0.034	0.088	-0.187	-0.124
scratch back	-0.069	0	0	-0.046	-0.038
scratch itch	0	0	0	-0.982	-0.327
scratchy	0	0	0.102	-0.03	-0.044
scream	0	0	-0.809	0	-0.27
scream real loud	0	0.111	0	0.121	0.077
screw	0	-0.031	0.012	0.057	0.025
screw up	0	0	0.717	-0.801	-0.506
script	-0.04	0.069	0	0.075	0.035
scripture	0	0.083	0	0.116	0.066
scroll	0.022	0	0	0.077	0.033
scrotum	0	0	0.021	-0.063	-0.028
scrub	0	0.066	0	0.067	0.044
scrub floor	-0.106	0	0	0	-0.035
scruple	-0.439	0.42	-0.171	-0.188	-0.126
scuba gear	-0.048	0	0.056	-0.031	-0.045
sculpt gel	0	-0.072	0.057	-0.131	-0.039
sculpture	0.044	0	0	0.084	0.043
sea	-0.024	-0.017	0.024	-0.055	-0.029
sea bed	-0.044	-0.015	0.103	0	-0.044
sea level	0	0.103	0	0	0.034
sea movement	0	0	-0.087	0.201	0.038
seagoing vessel	0.042	0	0.033	0.068	0.026
seam	-0.048	-0.01	0.026	-0.127	-0.064
seamstress	-0.039	-0.034	0.056	-0.104	-0.055
search	-0.072	0.095	0	0.111	0.045
search information	-0.071	-0.062	0.096	-0.23	-0.112
search internet	-0.106	-0.024	0.027	-0.108	-0.072
search item	0.11	0.253	-0.078	0.146	0.144
seashell	0	0.069	0	0.122	0.064
seashore	0	0.068	0	0	0.023
seaside	0.203	0.077	0	0.189	0.156
seat	0.033	-0.039	0	0	0.024
seat chair	-0.049	0	-0.062	-0.03	-0.047
seat guest	-0.05	-0.064	0.039	-0.096	-0.04
seat many person	-0.067	0	-0.07	-0.036	-0.058
seat person	-0.06	-0.041	0	-0.11	-0.043
sec	0.192	0.132	-0.072	0.25	0.167
second	0.036	-0.04	0	0	0.025
second base	0	0	-0.056	-0.067	-0.041
secrecy	-0.137	-0.056	0.009	-0.161	-0.084
secret	0	0	-0.103	0.247	0.048
secret agent	-0.054	0.122	0	0.082	0.05
secret organization	0.14	0.101	-0.114	0	0.042
sect	0	0.354	-0.116	0.344	0.194
section	0	0	0.047	0.158	0.037
secure	0.07	0.29	-0.093	0.159	0.142
security	0.454	0.661	-0.312	0.337	0.38
sedative	-0.075	-0.095	0	-0.199	-0.06
seduction	0.857	0	0	0	0.286
see ability	-0.039	0.078	0	0.109	0.049
see action	-0.076	0.19	0.012	0	0.034
see actor	0.092	-0.21	0.123	-0.339	-0.053
see ad	-0.045	-0.158	0.104	-0.351	-0.114
see advertisement	0.025	-0.1	0.015	-0.273	-0.054
see animal	0.032	-0.187	0.203	-0.278	-0.087
see clearly	0.067	0.083	-0.069	0.15	0.077
see commercial	0	-0.109	0.042	-0.284	-0.072
see different	-0.088	-0.027	0.052	-0.164	-0.092
see doctor	-0.114	0	-0.098	-0.117	-0.11
see dog	-0.022	-0.127	0.065	-0.205	-0.055
see eye	-0.104	0.104	-0.099	0	-0.033
see far	0	-0.286	0.143	-0.037	0.035
see far away	0	-0.476	0.045	0	0.144
see far distance	0	0	-0.095	0	-0.032
see film	0	0	0	-0.081	-0.027
see fish	0.751	0	0	0	0.25
see friend	0.948	0.744	0	0.984	0.892
see future	-0.053	0.105	0	0.074	0.042
see happen	0	-0.141	0.111	-0.322	-0.097
see how long line	-0.08	0	0	-0.07	-0.05
see idea become reality	0.878	0.777	0	0.85	0.835
see justice done	0	0.097	0	0.059	0.052
see lawyer	-0.219	0.108	-0.134	0	-0.082
see light	-0.285	0	-0.238	-0.126	-0.216
see need	0	-0.02	0.048	-0.106	-0.045
see neighbor	-0.072	-0.107	0.077	-0.11	-0.051
see new place	0.717	0	0	0	0.239
see ocean	0.74	0.784	0	0	0.508
see oneself	0	-0.089	0.069	-0.221	-0.067
see out	-0.045	0	0	0.113	0.023
see outside	-0.028	0	0	0.128	0.033
see person	0.114	0.071	-0.059	0.074	0.067
see picture	-0.09	-0.161	0.042	-0.209	-0.06
see play	0	-0.039	0.019	-0.141	-0.04
see psychiatrist	-0.109	-0.051	-0.114	-0.138	-0.103
see red	-0.161	0.179	0.568	-0.612	-0.387
see sky	0.798	0.761	0	0	0.52
see star	0.804	0	0	0.953	0.586
see star night	0.923	0	0	0.777	0.567
see sunrise	-0.065	-0.05	0.062	-0.066	-0.048
see through	-0.034	0.065	0.012	0.129	0.049
see view	0	0.104	0	0.185	0.096
see wood	-0.131	0	0	-0.071	-0.067
see work	-0.242	0.162	-0.179	-0.031	-0.097
see world	0.877	-0.922	0	0.795	0.865
seed	-0.026	0	0.046	-0.029	-0.034
seed lawn	-0.115	0.079	-0.072	0	-0.036
seek	-0.082	0.107	-0.05	0.185	0.053
seek answer	-0.07	-0.024	0.014	-0.175	-0.078
seek psychiatric help	-0.073	0	0	-0.238	-0.104
seek revenge	-0.308	0	-0.236	-0.206	-0.25
seek understand	-0.128	-0.005	0	-0.146	-0.09
seem	0.027	0.185	-0.075	0.314	0.15
segment	0.027	-0.022	0.064	0.123	0.036
seizure	-0.801	-0.842	-0.955	0	-0.305
seldom	-0.186	-0.27	0.107	-0.333	-0.119
select	-0.051	0.301	-0.079	0.241	0.137
select topic	-0.07	0.068	0.013	-0.106	-0.04
selection	0	0.316	-0.127	0.291	0.16
self-complacency	0.788	0.592	-0.207	0.342	0.505
self-complacent	0.788	0.592	-0.207	0.342	0.505
self-confidence	0.468	0.219	-0.209	0.296	0.258
self-conscious	0	0	0	0.966	0.322
self-consciousness	0	0	0	0.765	0.255
self-deprecating	-0.984	0	0	-0.937	-0.64
self-depreciation	-0.399	0.425	-0.145	-0.186	-0.102
self-discipline	0.628	0.57	0	0.579	0.592
self-disgust	-0.464	0.41	-0.197	-0.166	-0.139
self-distrust	-0.503	0.373	-0.221	-0.156	-0.169
self-doubt	-0.503	0.373	-0.221	-0.156	-0.169
self-esteem	0.49	0.652	-0.24	0.233	0.378
self-fulfillment	0.664	0.903	0	0.597	0.721
self-hatred	-0.464	0.41	-0.197	-0.166	-0.139
self-importance	0.466	0.663	-0.25	0.228	0.369
self-love	0.469	0.661	-0.249	0.23	0.37
self-pity	-0.879	0.182	-0.592	0	-0.43
self-pride	0.463	0.662	-0.248	0.225	0.367
self-reproach	-0.894	0.166	-0.614	0.051	-0.43
self-satisfaction	0.788	0.592	-0.207	0.342	0.505
self-satisfied	0.796	0.588	-0.205	0.344	0.508
self adhesive label	0.021	-0.082	0.063	-0.11	-0.023
self confidence	0.817	0	0	0.982	0.6
self defense	-0.062	-0.076	0	-0.2	-0.062
self discipline	-0.053	0.117	-0.115	0.134	0.028
self esteem	0	0	0	0.784	0.261
self protection	-0.08	-0.119	0.012	-0.258	-0.077
self respect	0	0	0	0.816	0.272
self satisfaction	0.332	0.103	-0.088	0	0.116
selfish	0	0	0	-0.923	-0.308
sell	-0.038	0.139	0	0.109	0.07
sell beer	0.217	-0.198	0.096	0	0.106
sell book	-0.093	-0.024	0.018	-0.082	-0.056
sell buy	-0.044	0.079	0.017	0.076	0.031
sell grocery store	0.04	0	0	0.067	0.036
sell insurance	-0.075	0	0	-0.062	-0.046
sell item	0	0	0.074	-0.036	-0.037
sell out	-0.045	0.09	-0.155	-0.121	-0.077
sell popcorn	0	-0.007	0	-0.132	-0.042
sell stock	-0.226	0.15	-0.225	0.09	-0.07
sell stuff	-0.041	0.081	0.037	0.084	0.029
sell ticket	-0.082	0.066	-0.054	-0.067	-0.046
seller	-0.034	0.119	0	0.095	0.06
semester	0	-0.018	-0.045	-0.082	-0.036
semi-truck	0.05	0.086	0	0	0.045
semicircle	0.027	0	0.1	0	-0.024
senator	0	0.131	-0.122	0.091	0.033
send	0	0.166	-0.134	0.275	0.102
send back	-0.078	0.13	-0.073	0.249	0.076
send card	0.128	-0.01	-0.142	0.133	0.043
send email	-0.044	-0.049	0.079	-0.03	-0.035
send flower	-0.027	0.067	-0.141	0.189	0.029
send information	0	-0.052	0.011	0.057	0.033
send mail	-0.035	0	0	0.135	0.033
send message	-0.025	-0.097	0.109	-0.081	-0.039
send money	-0.066	0.291	-0.113	0.194	0.102
send receive information	0.043	-0.12	0.132	-0.144	-0.038
send signal	-0.057	-0.015	0.047	-0.054	-0.048
send to jail	0	0	0	-0.775	-0.258
send to prison	-0.959	0	-0.708	-0.966	-0.878
sender	0	-0.028	0	0.094	0.041
senior	0	0	-0.064	-0.053	-0.039
sensation	0	0.318	-0.318	0.24	0.08
sensational	0.084	0.581	-0.347	0.198	0.172
sensationalistic	0.084	0.581	-0.347	0.198	0.172
sensationally	0.084	0.581	-0.347	0.198	0.172
sense	0	0.152	-0.094	0.225	0.094
sense accomplishment	0.03	-0.006	0.044	-0.149	-0.052
sense environment	-0.046	0.124	-0.155	0	-0.026
sense joy	0.814	0	0	0	0.271
sense of fulfillment	0.354	0.161	0	-0.045	0.157
sense of humor	0	0	-0.087	0	-0.029
sense organ	0	0.097	0	0.118	0.072
sense peace	0.328	0	0	-0.084	0.081
sense pride	0.318	0.123	0	0	0.147
sense rhythm	0.032	-0.077	0.136	-0.097	-0.041
sense satisfaction	0.107	-0.114	-0.12	0.052	0.051
sense sound	-0.03	0.109	-0.06	0.075	0.031
sensitive	0.036	0.081	0.019	0.123	0.074
sensitivity	0	0	1	0	-0.333
sensor	0	0.08	0.036	0.067	0.037
sensory input	0	0.131	-0.083	0.239	0.096
sensory organ	0	0.114	0.013	0.097	0.066
sensual	0.028	0.16	-0.187	0.262	0.088
sentence end	0	0.107	0	0.102	0.07
sentence part	0.035	0	0	0.116	0.05
sentient	0.042	0.156	-0.09	0.155	0.088
sentimental	-0.024	-0.206	0	-0.044	0.046
separate room	0	0	-0.066	0.252	0.062
separated	-0.091	0.156	0.661	-0.656	-0.417
separation	-0.113	-0.012	0	0	-0.034
septic tank	0	-0.031	0.023	-0.11	-0.034
sequel	-0.063	0.122	-0.046	0.113	0.042
sequence	0.025	0.116	0.051	0.163	0.084
serene	0.873	0	0	0.876	0.583
serenity	0.3	0	0	0	0.1
serf	-0.088	0	-0.145	0	-0.078
serious	-0.165	0.146	-0.113	-0.125	-0.086
serious accident	-0.801	-0.918	-0.794	0	-0.226
serious injury	-0.17	-0.047	-0.123	-0.251	-0.166
serious problem	0	0	0.02	0.107	0.029
serious student	0	0	0	0.783	0.261
seriously	0.059	0.617	-0.313	0.139	0.167
seriousness	0.059	0.617	-0.313	0.139	0.167
serve	0	0.165	-0.089	0.179	0.085
serve beer	0	0.709	0	0	0.236
serve coffee	0.108	0.145	-0.091	0	0.054
serve cold	0.28	0.174	-0.05	0.249	0.218
serve food	0	-0.174	0	0.244	0.139
serve hot	0.067	0.089	0	0.094	0.083
serve justice	-0.744	0	0	-0.72	-0.488
server	0.046	0	-0.048	0.073	0.024
service car	-0.107	0.112	-0.098	0	-0.031
service station	0	0	0	-0.068	-0.023
session	0.065	-0.021	0.009	0	0.026
set	-0.026	0.192	0	0.263	0.143
set-apart	-0.091	0.156	0.661	-0.656	-0.417
set alarm	-0.084	-0.038	0.071	-0.075	-0.064
set alarm clock	-0.064	-0.041	0.039	-0.063	-0.042
set clock	-0.081	0	0	0	-0.027
set down	0	0.136	0.009	0.174	0.1
set example	0	0	0	0.8	0.267
set fire	-0.143	0	-0.095	-0.143	-0.127
set goal	0.557	0.58	0	0.566	0.568
set instruction	0	0.177	0	0.199	0.125
set key	0	0	0.026	-0.069	-0.032
set off	0.071	0.574	-0.34	0.177	0.161
set stage	-0.04	0	-0.105	0.052	-0.031
set table	-0.056	-0.005	0.024	0	-0.025
set timer	-0.134	-0.085	0.015	-0.215	-0.093
settle	0	0.069	0	0.079	0.049
settle bill	-0.087	0.267	-0.101	0.157	0.079
settle disagreement	-0.055	-0.016	-0.045	-0.183	-0.089
settle dispute	0	0.112	0	0	0.037
settle down	-0.103	0.1	-0.058	-0.069	-0.043
settlement	0	0	0	0.073	0.024
sever	-0.082	-0.038	0.042	-0.132	-0.073
several types	0.112	0	0.012	0	0.033
severance	-0.032	0.305	-0.076	0.141	0.113
severe	-0.18	0	-0.109	-0.105	-0.131
severe pain	-0.2	0	-0.259	-0.156	-0.205
sew	0	-0.069	0.074	-0.107	-0.037
sew kit	0	0	-0.09	-0.074	-0.055
sew machine	0	-0.04	0	-0.14	-0.033
sew needle	0	-0.025	0.074	-0.133	-0.061
sew term	-0.067	0	0	-0.088	-0.052
sewer	0	-0.003	0.01	-0.108	-0.038
sewn	-0.117	0.068	-0.048	0	-0.032
sex	0.989	0.947	0	0	0.645
sex same gender	0	-0.092	0.023	0	0.023
sex shop	-0.023	0	0.012	-0.044	-0.026
sex toy	0	-0.035	0.033	-0.083	-0.027
sexual	0	0.095	0	0.167	0.087
sexual arousal	0.877	0.734	0	0	0.537
sexual attraction	0.121	0	-0.167	0.15	0.035
sexual intercourse	0.164	0.144	-0.072	0.135	0.124
sexual pleasure	0.801	0.967	0	0	0.589
sexual stimulation	0.094	0.16	-0.143	0.064	0.058
sexuality	0.11	0.229	-0.3	0.097	0.045
sexually	0.04	0.128	-0.095	0.066	0.046
sexually transmit disease	-0.952	0	-0.764	-0.795	-0.837
sexy	0.137	0.211	-0.112	0.212	0.149
shack	-0.025	0	-0.049	-0.031	-0.035
shade sun	-0.024	0	-0.078	0	-0.034
shadow	0	-0.906	0	0	0.302
shaft	-0.17	0	-0.098	-0.032	-0.1
shake	0.115	0.07	-0.157	0.177	0.068
shake hand	0	0.082	-0.068	0.095	0.036
shake up	0.081	0.525	-0.354	0.218	0.157
shakespeare play	-0.04	-0.028	-0.094	0	-0.035
shallow	-0.057	-0.021	-0.075	0	-0.037
shame	-0.617	0.366	-0.394	-0.12	-0.255
shamed	-0.732	0.305	-0.44	-0.059	-0.309
shamefaced	-0.707	0.317	-0.415	-0.071	-0.292
shamefacedly	-0.585	0.367	-0.298	-0.123	-0.213
shamefacedness	-0.585	0.367	-0.298	-0.123	-0.213
shameful	-0.445	0.416	-0.183	-0.173	-0.128
shamefully	-0.445	0.416	-0.183	-0.173	-0.128
shamrock	0	-0.009	0.032	-0.051	-0.025
shape	0.028	0	0.067	0.143	0.035
shape hair	0	-0.012	0.045	-0.041	-0.025
shard	-0.043	0.096	0	0.093	0.049
share idea	0.751	0	0	0	0.25
share information	0.903	0.684	0	0.791	0.793
share knowledge	0.786	0.986	0	0.85	0.874
share opinion	-0.078	0	0	-0.102	-0.06
share others	0.099	0.208	-0.17	0.109	0.082
share secret	-0.044	0	-0.082	0	-0.042
share thought	0.657	0.79	0	0.867	0.771
share time	-0.08	-0.1	-0.136	-0.069	-0.062
shareholder	0	0	0.087	0	-0.029
sharp corner	0	0.078	0.049	0.08	0.036
sharp edge	0	0	0.085	-0.047	-0.044
sharp hurt	-0.093	-0.04	0	-0.095	-0.049
sharp nail	0.04	-0.26	0.08	0.15	0.123
sharp object	-0.024	-0.074	0	-0.177	-0.042
sharp tooth	-0.034	0	0.039	0	-0.024
sharp weapon	0	-0.026	0.013	-0.153	-0.047
sharpen	-0.122	-0.007	0	-0.075	-0.063
sharpen knife	-0.1	0	-0.052	-0.105	-0.086
sharpen pencil	-0.161	0.082	0	-0.099	-0.059
sharpness	0.021	0.078	0.087	0.068	0.027
shatter	-0.084	0	-0.049	0	-0.044
shave	-0.052	-0.028	0.038	-0.07	-0.044
shave cream	0.026	-0.019	0.095	-0.088	-0.046
shave face	0.856	0	0	0	0.285
shave head	-0.038	-0.016	0.018	-0.045	-0.028
shave leg	-0.062	-0.047	0.064	-0.108	-0.062
shear	0	-0.036	0.057	-0.089	-0.037
sheath	-0.035	0	0	-0.116	-0.05
shed tear	-0.244	-0.007	-0.445	0	-0.227
sheepish	-0.526	0.39	-0.248	-0.146	-0.177
sheepishness	-0.585	0.367	-0.298	-0.123	-0.213
sheepskin	0	0.081	0.015	0.052	0.039
shell animal	0.087	-0.041	0	0	0.043
shelter	0.035	0.11	-0.046	0.107	0.069
shelter weather	0.201	0.067	0.025	0.15	0.131
shepherd	0.029	0.135	-0.116	0.067	0.038
shift gear	-0.081	-0.067	0.04	-0.107	-0.054
shilling	-0.081	0.186	0	0.121	0.075
shin	-0.028	-0.02	0.072	0	-0.027
shin splint	-0.055	-0.088	0.041	-0.102	-0.037
shine	0.042	0.126	-0.065	0.165	0.089
shine car	-0.079	0.102	-0.12	0	-0.032
shine sun	0.102	0.095	-0.063	0.091	0.075
shinny	0.031	0	0.028	0.082	0.028
shiny	0.049	0	0.023	0.095	0.04
shiny surface	0	0	0.037	0.126	0.03
ship	0	-0.018	0.071	-0.064	-0.039
ship boat	-0.026	-0.013	0.069	-0.05	-0.044
ship container	0	0	0.088	0	-0.029
ship home	0	0	0.044	-0.063	-0.036
ship package	-0.114	0	0	-0.106	-0.073
ship part	-0.047	0.1	0	0.152	0.068
ship sink	-0.033	-0.053	0.073	-0.037	-0.03
shirt	0	-0.073	0.093	-0.072	-0.031
shit	0	0	0	-0.997	-0.332
shiver	0	0	-0.73	0	-0.243
shivery	-0.47	0.391	-0.218	-0.155	-0.151
shocking	-0.445	0.416	-0.183	-0.173	-0.128
shoe	-0.031	-0.088	0.139	-0.073	-0.052
shoe horse	-0.11	0.095	-0.066	0	-0.027
shoe lace	0.03	0	0	0.119	0.05
shoe type	-0.078	-0.065	0.126	-0.038	-0.059
shoelace	0.045	-0.072	0.107	-0.081	-0.024
shoot	-0.069	-0.065	-0.049	-0.193	-0.082
shoot bullet	-0.075	-0.043	-0.075	-0.124	-0.077
shoot cannon	-0.029	-0.071	0	-0.159	-0.039
shoot deer	-0.027	-0.062	0	-0.108	-0.024
shoot gun	-0.121	-0.085	-0.05	-0.209	-0.098
shoot person	-0.047	-0.107	0	-0.243	-0.061
shoot range	-0.056	-0.014	-0.092	-0.226	-0.12
shoot target	-0.051	-0.051	-0.062	-0.157	-0.073
shoot weapon	0	0	-0.883	0	-0.294
shooter	0	-0.039	0	-0.161	-0.041
shop	-0.035	0	0.036	0	-0.024
shop grocery	-0.026	0	0.048	0	-0.025
shoplift	-0.183	0.138	-0.21	0.086	-0.056
shopper	0.024	0.141	-0.063	0	0.034
shore boat	-0.109	0.07	-0.06	-0.082	-0.06
short circuit	-0.094	-0.018	-0.101	-0.201	-0.126
short form	0.067	0.162	-0.117	0.192	0.101
short hair	-0.038	0	-0.045	0	-0.028
short line	-0.069	0.078	0.044	-0.046	-0.027
short temper	-0.124	0.13	0.646	-0.64	-0.427
short version	-0.037	0.271	-0.082	0.303	0.152
shortage	-0.038	0.12	0.02	0.145	0.069
shorten	-0.046	0.127	-0.121	0.223	0.061
shorten hair	-0.04	-0.024	0	-0.064	-0.027
shortness breath	-0.11	-0.045	-0.064	-0.126	-0.085
shotgun	0	-0.064	0.01	-0.153	-0.033
shoulder bag	0	-0.036	0.038	-0.106	-0.036
shoulder responsibility	-0.13	0	-0.061	0	-0.064
shout loudly	-0.083	0.089	0	0.097	0.034
shout top voice	0	0	0	-0.783	-0.261
shovel snow	-0.097	0.072	-0.065	0	-0.03
